BlockPath,BlockType,LibraryLink,Parameter,Value
"TransformerWithCTSaturationz_DISCONNECTED/Scope9","Scope","","DataLoggingDecimation","1"
"TransformerWithCTSaturationz_DISCONNECTED/Scope9","Scope","","DataLogging","off"
"TransformerWithCTSaturationz_DISCONNECTED/Scope9","Scope","","DataLoggingVariableName","ScopeData"
"TransformerWithCTSaturationz_DISCONNECTED/Scope9","Scope","","DataLoggingSaveFormat","Array"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","OpenAtSimulationStart","off"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","DisplayFullPath","off"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","NumInputPorts","3"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","LayoutDimensionsString","[3 1]"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","FrameBasedProcessingString","Elements as channels (sample based)"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","MaximizeAxes","Off"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","AxesScaling","Manual"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","AxesScalingNumUpdates","10"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","TimeSpan","Auto"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","TimeSpanOverrunAction","Wrap"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","TimeUnits","None"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","TimeDisplayOffset","0"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","TimeAxisLabels","Bottom displays only"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","ShowTimeAxisLabel","off"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","ActiveDisplayString","1"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","Title","%<SignalLabel>"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","ShowLegend","on"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","ShowGrid","on"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","PlotAsMagnitudePhase","off"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","ActiveDisplayYMinimum","-3.7637"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","ActiveDisplayYMaximum","3.9737"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","DataLoggingLimitDataPoints","off"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","DataLoggingMaxPoints","5000"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","DataLoggingDecimateData","off"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","DataLoggingDecimation","2"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","DataLogging","off"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","DataLoggingVariableName","ScopeData2"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary Current Scope","Scope","","DataLoggingSaveFormat","Dataset"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary_side","SubSystem","spsThreePhaseVIMeasurementLib/Three-Phase
V-I Measurement","VoltageMeasurement","phase-to-phase"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary_side","SubSystem","spsThreePhaseVIMeasurementLib/Three-Phase
V-I Measurement","SetLabelV","off"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary_side","SubSystem","spsThreePhaseVIMeasurementLib/Three-Phase
V-I Measurement","LabelV","Vabc"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary_side","SubSystem","spsThreePhaseVIMeasurementLib/Three-Phase
V-I Measurement","Vpu","off"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary_side","SubSystem","spsThreePhaseVIMeasurementLib/Three-Phase
V-I Measurement","VpuLL","off"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary_side","SubSystem","spsThreePhaseVIMeasurementLib/Three-Phase
V-I Measurement","CurrentMeasurement","yes"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary_side","SubSystem","spsThreePhaseVIMeasurementLib/Three-Phase
V-I Measurement","SetLabelI","off"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary_side","SubSystem","spsThreePhaseVIMeasurementLib/Three-Phase
V-I Measurement","LabelI","Iabc"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary_side","SubSystem","spsThreePhaseVIMeasurementLib/Three-Phase
V-I Measurement","Ipu","off"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary_side","SubSystem","spsThreePhaseVIMeasurementLib/Three-Phase
V-I Measurement","Pbase","100e6"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary_side","SubSystem","spsThreePhaseVIMeasurementLib/Three-Phase
V-I Measurement","Vbase","500e3"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary_side","SubSystem","spsThreePhaseVIMeasurementLib/Three-Phase
V-I Measurement","OutputType","Complex"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary_side","SubSystem","spsThreePhaseVIMeasurementLib/Three-Phase
V-I Measurement","PhasorSimulation","off"
"TransformerWithCTSaturationz_DISCONNECTED/Secondary_side","SubSystem","spsThreePhaseVIMeasurementLib/Three-Phase
V-I Measurement","PSBequivalent","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","BranchType","R"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Resistance","0.5"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Inductance","1e-3"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","SetiL0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialCurrent","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Capacitance","1e-6"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Setx0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialVoltage","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch1","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","BranchType","R"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch1","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Resistance","0.5"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch1","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Inductance","1e-3"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch1","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","SetiL0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch1","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialCurrent","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch1","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Capacitance","1e-6"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch1","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Setx0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch1","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialVoltage","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch1","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch10","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","BranchType","R"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch10","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Resistance","0.5"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch10","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Inductance","1e-3"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch10","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","SetiL0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch10","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialCurrent","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch10","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Capacitance","1e-6"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch10","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Setx0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch10","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialVoltage","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch10","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch11","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","BranchType","R"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch11","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Resistance","0.5"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch11","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Inductance","1e-3"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch11","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","SetiL0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch11","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialCurrent","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch11","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Capacitance","1e-6"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch11","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Setx0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch11","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialVoltage","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch11","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch12","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","BranchType","C"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch12","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Resistance","0.5"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch12","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Inductance","1e-3"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch12","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","SetiL0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch12","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialCurrent","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch12","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Capacitance","1e-9"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch12","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Setx0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch12","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialVoltage","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch12","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch13","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","BranchType","C"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch13","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Resistance","0.5"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch13","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Inductance","1e-3"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch13","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","SetiL0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch13","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialCurrent","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch13","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Capacitance","1e-9"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch13","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Setx0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch13","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialVoltage","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch13","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch14","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","BranchType","C"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch14","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Resistance","0.5"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch14","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Inductance","1e-3"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch14","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","SetiL0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch14","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialCurrent","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch14","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Capacitance","1e-9"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch14","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Setx0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch14","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialVoltage","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch14","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch15","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","BranchType","C"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch15","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Resistance","0.5"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch15","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Inductance","1e-3"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch15","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","SetiL0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch15","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialCurrent","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch15","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Capacitance","1e-9"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch15","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Setx0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch15","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialVoltage","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch15","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch16","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","BranchType","C"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch16","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Resistance","0.5"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch16","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Inductance","1e-3"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch16","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","SetiL0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch16","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialCurrent","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch16","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Capacitance","1e-9"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch16","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Setx0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch16","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialVoltage","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch16","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch17","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","BranchType","C"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch17","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Resistance","0.5"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch17","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Inductance","1e-3"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch17","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","SetiL0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch17","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialCurrent","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch17","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Capacitance","1e-9"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch17","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Setx0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch17","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialVoltage","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch17","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch2","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","BranchType","R"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch2","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Resistance","0.5"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch2","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Inductance","1e-3"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch2","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","SetiL0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch2","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialCurrent","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch2","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Capacitance","1e-6"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch2","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Setx0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch2","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialVoltage","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch2","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch3","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","BranchType","R"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch3","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Resistance","0.5"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch3","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Inductance","1e-3"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch3","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","SetiL0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch3","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialCurrent","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch3","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Capacitance","1e-6"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch3","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Setx0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch3","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialVoltage","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch3","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch4","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","BranchType","R"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch4","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Resistance","0.5"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch4","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Inductance","1e-3"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch4","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","SetiL0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch4","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialCurrent","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch4","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Capacitance","1e-6"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch4","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Setx0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch4","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialVoltage","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch4","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch5","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","BranchType","R"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch5","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Resistance","0.5"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch5","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Inductance","1e-3"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch5","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","SetiL0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch5","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialCurrent","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch5","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Capacitance","1e-6"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch5","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Setx0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch5","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialVoltage","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch5","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch6","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","BranchType","R"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch6","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Resistance","0.5"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch6","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Inductance","1e-3"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch6","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","SetiL0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch6","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialCurrent","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch6","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Capacitance","1e-6"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch6","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Setx0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch6","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialVoltage","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch6","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch7","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","BranchType","R"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch7","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Resistance","0.5"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch7","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Inductance","1e-3"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch7","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","SetiL0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch7","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialCurrent","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch7","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Capacitance","1e-6"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch7","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Setx0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch7","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialVoltage","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch7","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch8","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","BranchType","R"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch8","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Resistance","0.5"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch8","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Inductance","1e-3"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch8","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","SetiL0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch8","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialCurrent","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch8","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Capacitance","1e-6"
